	AverageSellingUnitWeight	ContentsMeasureType	ContentsQuantity	IsNew	IsSpecialOffer	PromotionDescription	UnitOfSale	UnitQuantity	description	image	name	price	tpnb	unitprice
12	0.807	G	640.0			£1 WYS £5 on fresh pre-packed meat and fish	1	KG	[Boneless basted turkey breast joint with added water and milk proteins from cow's milk seasoned with black pepper, Fresh british turkey selected from Tesco approved farms across East Anglia are used to produce this breast joint. Basted for a succulent and delicious savory flavour finished with a crushed black pepper sprinkle]	http://img.tesco.com/Groceries/pi/540/5052004647540/IDShot_90x90.jpg	Tesco Butter Basted Turkey Breast Joint 640G	5.0	51501620	7.82
13	0.39	G	390.0			£1 WYS £5 on fresh pre-packed meat and fish	1	KG	[Chopped and shaped turkey coated in breadcrumbs.]	http://img.tesco.com/Groceries/pi/411/5010236061411/IDShot_90x90.jpg	Bernard Matthews Breaded Turkey Escalopes 390G	2.5	53578577	6.42
14	0.208	G	340.0		True	Save 15% Was £2.00 Now £1.70	1	KG	[Chopped and shaped turkey filled with a cheese and garlic sauce, with added milk proteins from cows milk, coated in breadcrumbs.]	http://img.tesco.com/Groceries/pi/322/5010236114322/IDShot_90x90.jpg	Bernard Matthews 15 Mini Kievs 340G	1.7	70635876	5.0
15	0.357	G	340.0				1	KG	[Chopped and shaped turkey and cured turkey topped with processed cheese and coated in breadcrumbs]	http://img.tesco.com/Groceries/pi/074/5010236116074/IDShot_90x90.jpg	Bernard Matthews Cheese Hamwich 340G	1.5	78275776	4.42
16	8.267	KG	1.0		True	Save 20% Was £12.90 Now £10.32	3	KG	[Cooked and roasted formed Turkey breast with added water., Roasted turkey breast for a succulent flavour.]	http://img.tesco.com/Groceries/pi/000/0214340000000/IDShot_90x90.jpg	Counter Roast Turkey Breast	10.32	51790368	10.32
17	0.749	KG	1.0			£1 WYS £5 on fresh pre-packed meat and fish	4	KG	[British Turkey Whole Breast Fillet. Naturally lean and high in protein., Hand Trimmed. Fresh class A. Skinless.]	http://img.tesco.com/Groceries/pi/000/0224980000000/IDShot_90x90.jpg	Tesco Whole Turkey Fillet	8.75	74728789	8.75
18	1.0	KG	1.0			£1 WYS £5 on fresh pre-packed meat and fish	4	KG	[British Turkey Drumstick. Perfect for roasts, with skin on for flavour. High in, protein. Fresh Class A.]	http://img.tesco.com/Groceries/pi/000/0252270000000/IDShot_90x90.jpg	Tesco Turkey Drumstick 700-900G	2.84	81017468	2.84
19	0.245	KG	0.18				1	KG	[Prefried portions of chicken formed from marinated chunks of chicken breast coated in breadcrumbs blended with spices., For more, visit birdseye.co.uk]	http://img.tesco.com/Groceries/pi/888/5000116104888/IDShot_90x90.jpg	Birds Eye 2 Southern Fried Chicken 200G	1.5	62046001	8.34
20	0.159	KG	1.0				4	KG	[Sliced, cooked and roasted reformed turkey breast., 4 Slices.]	http://img.tesco.com/Groceries/pi/000/0217430000000/IDShot_90x90.jpg	From The Deli Roast Turkey 4 Slices	13.5	50966606	13.5
21	0.673	G	350.0	False		£1 WYS £5 on fresh pre-packed meat and fish	1	KG	[Turkey breast steaks with hot and spicy coating., British Turkey Hot & Spicy Breast Steaks]	http://img.tesco.com/Groceries/pi/474/5053526753474/IDShot_90x90.jpg	Tesco Turkey Breast Hot And Spicy Steaks 350G	3.0	75811222	8.58
22	0.564	G	513.0				1	KG	[Dippers formed from chopped marinated chicken breast coated in a light batter, prefried., For more, visit birdseye.co.uk]	http://img.tesco.com/Groceries/pi/599/5000116110599/IDShot_90x90.jpg	Birds Eye 28 Crispy Chicken Dippers 513G	3.0	80918377	5.85
23	0.79	KG	0.77				1	KG	[Dippers formed from chopped marinated chicken breast coated in a light batter, prefried., For more, visit birdseye.co.uk]	http://img.tesco.com/Groceries/pi/634/5000116101634/IDShot_90x90.jpg	Birds Eye 42 Crispy Chicken Dippers 770G	4.0	64776118	5.2
24	0.238	G	186.0		True	Save 50p Was £1.50 Now £1.00	1	KG	[Portions of chicken formed from marinated chunks of chicken breast, prefried, seared and glazed., For more, visit birdseye.co.uk, Visit birdeye.co.uk for more ideas]	http://img.tesco.com/Groceries/pi/544/5000116110544/IDShot_90x90.jpg	Birds Eye 2 Original Chicken Chargrills 182G	1.0	53304574	5.38
